"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"7687",8078410210,"20140616T000000",566000,4,2.25,2170,7737,2,0,0,3,8,2170,0,1987,0,98074,47.637,-122.029,1850,8869
"7693",5104510540,"20141126T000000",295000,3,2.5,1690,4102,2,0,0,3,7,1690,0,2003,0,98038,47.3552,-122.015,1830,4733
"7699",3521069146,"20150330T000000",485000,3,2.5,3340,70131,2,0,0,3,9,2420,920,1994,0,98022,47.2666,-122.015,2760,116740
"7719",3352400330,"20150327T000000",216000,2,1,1810,10360,1,0,0,3,6,1010,800,1946,0,98178,47.5039,-122.266,1810,10360
"7766",5634500775,"20150130T000000",615000,4,1.5,2650,34000,2,0,0,4,7,2650,0,1930,0,98028,47.7516,-122.237,1960,34000
"7770",2323089009,"20150119T000000",855000,4,3.5,4030,1024068,2,0,0,3,10,4030,0,2006,0,98045,47.4619,-121.744,1830,11700
"7780",8081010040,"20140911T000000",1150000,3,2.5,3160,24437,1,0,3,3,11,2160,1000,1991,0,98006,47.5531,-122.131,3990,11977
"7787",3826000665,"20140522T000000",305000,4,1.75,2200,8100,1.5,0,0,5,6,1400,800,1942,0,98168,47.4945,-122.303,1520,8100
"7802",9542830690,"20141120T000000",321000,3,2.5,2020,4183,2,0,0,3,7,2020,0,2012,0,98038,47.3658,-122.017,2030,4140
"7805",2426049113,"20150414T000000",459000,4,1.5,2020,9583,2,0,0,4,7,2020,0,1963,0,98034,47.7283,-122.238,1770,8625
"7811",1529300115,"20140602T000000",455000,2,1,1170,6000,1,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002
"7813",8732130580,"20150430T000000",280000,3,1.75,1740,8625,1,0,0,4,7,1240,500,1978,0,98023,47.3054,-122.38,1980,8625
"7838",303000220,"20150421T000000",375000,4,2,2270,18450,1,0,0,3,7,2270,0,1961,0,98001,47.3264,-122.262,2150,18450
"7845",8084900195,"20141121T000000",1646000,6,3.5,4010,16200,1,0,0,3,8,2090,1920,1955,1990,98004,47.6322,-122.216,3560,16200
"7861",9191200490,"20150324T000000",826600,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,0,98105,47.6702,-122.3,1730,4000
"7863",1771110720,"20140521T000000",330000,3,1,1250,9126,1,0,0,3,7,1250,0,1969,0,98077,47.7554,-122.076,1440,10620
"7871",7203100120,"20140616T000000",680000,4,2.75,2500,4950,2,0,0,3,8,2500,0,2010,0,98053,47.6964,-122.017,2500,4950
"7872",3445400120,"20140725T000000",267500,3,1.5,1390,2153,2,0,0,3,7,1390,0,2001,0,98118,47.5506,-122.29,1100,2617
"7883",7784000180,"20150505T000000",625000,3,2,2168,12616,2,0,1,4,7,2168,0,1950,0,98146,47.4933,-122.367,2168,9750
"7918",2757000040,"20140605T000000",795000,4,2.25,2070,13084,1,0,0,4,8,1700,370,1967,0,98040,47.5606,-122.222,2520,10180
"7941",8146100410,"20140805T000000",760000,3,1.5,1170,7645,1,0,0,4,7,1170,0,1955,0,98004,47.6077,-122.194,1870,7678
"7948",1545803520,"20150126T000000",251000,3,2,1650,7930,1,0,0,4,7,1650,0,1989,0,98038,47.3617,-122.05,1510,7930
"7957",1402620120,"20150512T000000",440000,4,2.5,2410,7517,2,0,0,3,8,2410,0,1983,0,98058,47.4388,-122.142,2420,8095
"7989",4303200184,"20141010T000000",230000,2,1,770,6450,1,0,0,4,6,770,0,1948,0,98106,47.531,-122.358,780,6063
"7994",6749700110,"20141029T000000",342000,3,3,1260,1634,3,0,0,3,8,1260,0,1998,0,98103,47.697,-122.349,1260,1135
"7995",3832060940,"20140729T000000",305000,4,2.5,2320,4683,2,0,0,3,7,2320,0,2007,0,98042,47.3349,-122.059,2230,5750
"8012",2206700215,"20140822T000000",375000,4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,98006,47.566,-122.14,1300,9572
"8038",9522100375,"20140715T000000",775000,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1915,0,98103,47.6627,-122.355,1720,5000
"8049",1022059161,"20140613T000000",454000,4,2.25,2630,39000,2,0,0,3,9,2630,0,1979,0,98042,47.4089,-122.149,2270,66647
"8056",6400700230,"20150311T000000",450000,3,2.25,1420,13468,1,0,0,3,7,960,460,1976,0,98033,47.6693,-122.176,1480,10980
"8058",2722059013,"20150204T000000",550000,2,1,1270,43560,1,0,0,4,5,1270,0,1908,0,98042,47.3651,-122.165,1870,6960
"8063",5560001130,"20150225T000000",2e+05,3,1,1040,8925,1,0,0,4,6,1040,0,1961,0,98023,47.3265,-122.335,1040,8925
"8075",7968460230,"20150305T000000",284000,3,1.75,1320,35100,1,0,0,3,7,1320,0,1990,0,98092,47.312,-122.129,1660,35100
"8084",4045500620,"20140910T000000",720000,3,3.25,3410,25741,2,0,0,4,8,3410,0,1993,0,98014,47.6929,-121.868,1660,25865
"8087",2087700115,"20141103T000000",650000,2,1.5,1900,4450,1,0,0,5,7,1500,400,1916,0,98144,47.5834,-122.293,2130,5000
"8107",2061100265,"20150317T000000",370000,2,1,1250,4960,1,0,0,3,7,940,310,1938,0,98115,47.6893,-122.325,2030,7440
"8108",1683900040,"20141215T000000",330000,3,2.25,1440,5150,2,0,0,3,7,1440,0,1997,0,98106,47.5456,-122.356,1530,5238
"8120",1923039089,"20140610T000000",285000,2,2,1651,18200,1,0,0,3,6,1651,0,1946,0,98070,47.4621,-122.461,1510,89595
"8121",4006000183,"20140909T000000",450000,7,4,3150,7800,2,0,0,3,8,3150,0,2013,0,98118,47.5259,-122.279,1880,6000
"8127",2787460720,"20150506T000000",259950,3,2,1010,7896,1,0,0,3,7,1010,0,1984,0,98031,47.4046,-122.181,1540,7896
"8137",2597450620,"20141009T000000",1511250,3,2.5,4010,12105,1,0,3,5,11,2600,1410,1983,0,98006,47.554,-122.151,4010,15081
"8150",3971700937,"20140827T000000",270000,3,1.75,1260,7500,1,0,0,3,6,840,420,1947,0,98155,47.772,-122.323,1340,7500
"8155",7861000021,"20150429T000000",309933,3,1.75,1820,78408,1,0,0,3,6,1220,600,1950,0,98042,47.3364,-122.128,1340,78408
"8158",522059172,"20140814T000000",220000,3,1,1460,10200,1,0,0,4,7,1460,0,1957,0,98055,47.4238,-122.197,1460,8500
"8165",3141600210,"20140619T000000",186000,3,2,1340,4320,1,0,0,3,5,920,420,1912,1993,98002,47.299,-122.228,980,6480
"8170",191100665,"20150413T000000",630000,2,1,1050,8382,1,0,0,3,7,1050,0,1959,0,98040,47.5627,-122.221,2400,9525
"8179",9183703045,"20150420T000000",275000,4,2,2220,8229,1.5,0,0,4,7,2220,0,1958,0,98030,47.3722,-122.22,1660,8396
"8216",7942601810,"20141210T000000",733500,3,1.5,2120,4370,1.5,0,0,3,8,2120,0,1904,0,98122,47.606,-122.307,1960,5120
"8218",2310050110,"20141215T000000",364950,3,2.25,2520,6170,2,0,0,3,7,1850,670,2003,0,98038,47.3522,-122.042,2260,6967
"8223",1954700610,"20141209T000000",2193000,3,2.25,3360,7108,2,0,0,3,10,2770,590,1905,2004,98112,47.6187,-122.284,3450,8558
"8233",3885808035,"20150316T000000",619500,6,1.5,1680,5202,1.5,0,0,2,7,1680,0,1911,0,98033,47.6798,-122.206,1890,5500
"8237",5589300145,"20140527T000000",415000,3,2.25,1950,8868,1,0,0,3,7,1350,600,1964,0,98155,47.7538,-122.312,1300,8880
"8261",3179100720,"20141203T000000",602000,2,1,1470,6398,1,0,0,4,7,970,500,1941,0,98105,47.6716,-122.279,1950,6398
"8262",5628300015,"20141106T000000",375000,3,2,1640,9750,1,0,0,3,7,1640,0,1959,0,98028,47.7425,-122.241,1340,9750
"8263",1900000035,"20150505T000000",212000,1,1,620,7620,1,0,0,3,6,620,0,1926,0,98166,47.4697,-122.349,1160,7620
"8268",8687800100,"20140713T000000",285000,3,1.75,1720,13104,1,0,0,4,7,1720,0,1962,0,98168,47.4709,-122.26,1840,13104
"8287",4358700141,"20150427T000000",480000,4,1.75,1840,9250,1,0,0,4,7,980,860,1956,0,98133,47.708,-122.337,1520,9250
"8293",5649300120,"20150420T000000",597500,4,3,1890,35280,1,0,0,3,9,1510,380,1979,0,98052,47.7112,-122.099,2730,34525
"8294",1774230300,"20150306T000000",615000,3,2.5,2980,43301,1,0,0,4,8,1930,1050,1978,0,98077,47.7631,-122.093,2890,35915
"8299",7922710690,"20140519T000000",602000,5,1.75,3290,11900,1.5,0,0,3,8,3290,0,1973,0,98052,47.6626,-122.141,2210,8549
"8304",3288301030,"20150319T000000",623000,3,2.75,2390,21804,1,0,0,3,8,1450,940,1973,0,98034,47.7339,-122.183,2390,10136
"8322",2902200234,"20141209T000000",525000,3,2.25,1290,1182,2,0,0,3,8,1000,290,2006,0,98102,47.637,-122.327,1300,1169
"8325",7129303970,"20150304T000000",239950,2,1,1280,5500,1,0,0,3,7,1280,0,1949,0,98118,47.5179,-122.264,1270,5500
"8332",3601800580,"20141021T000000",250000,4,2,2600,9000,1,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200
"8346",1962200475,"20140725T000000",875000,3,2,2350,6000,1.5,0,0,4,8,1990,360,1922,0,98102,47.6476,-122.32,2010,5040
"8366",7340600845,"20140806T000000",185000,4,1,1380,6700,1,0,0,3,7,1190,190,1928,0,98168,47.4871,-122.281,1380,8292
"8367",898000220,"20141001T000000",262500,3,1.5,1610,10291,1,0,0,4,7,1610,0,1961,0,98022,47.2025,-121.999,1410,7729
"8382",1023089085,"20140804T000000",390000,3,1.75,1850,15170,1,0,0,3,7,1850,0,1965,0,98045,47.4991,-121.774,1160,14175
"8449",3905040220,"20140509T000000",525000,3,2.5,2030,6970,2,0,0,4,8,2030,0,1991,0,98029,47.5718,-121.999,2000,6140
"8456",4343800100,"20141021T000000",315000,3,1.75,1680,7250,1,0,0,3,7,930,750,1952,0,98133,47.7201,-122.35,1340,7250
"8461",9500900110,"20140731T000000",224000,3,1.5,1480,10588,1,0,0,3,7,1480,0,1957,0,98002,47.2872,-122.212,1370,10588
"8481",3034200666,"20141107T000000",808100,4,3.25,3020,13457,1,0,0,5,9,3020,0,1956,0,98133,47.7174,-122.336,2120,7553
"8482",8892900210,"20140609T000000",236000,3,1.75,1330,6301,1,0,0,3,7,1330,0,1998,0,98002,47.3411,-122.219,1330,6144
"8505",7987401095,"20141113T000000",549950,3,2.5,2380,2500,3,0,3,3,9,2380,0,1988,0,98126,47.5734,-122.375,2270,5000
"8508",3649100304,"20140819T000000",4e+05,3,2.25,1740,11040,2,0,0,3,8,1740,0,1980,0,98028,47.7376,-122.242,1720,11778
"8509",7400062,"20140521T000000",299800,2,1,790,5240,1,0,0,4,6,790,0,1925,0,98118,47.5303,-122.288,1430,5320
"8520",6668900155,"20140820T000000",225000,2,1,1170,7142,1,0,0,3,7,1170,0,1951,0,98155,47.7497,-122.313,1170,7615
"8538",326069131,"20140611T000000",599000,4,2.5,2790,230868,2,0,0,3,8,2790,0,1989,0,98077,47.7647,-122.019,1590,217800
"8549",2991000220,"20150317T000000",330000,4,2.5,2310,6320,2,0,0,3,8,2310,0,1997,0,98092,47.3287,-122.167,1850,6181
"8564",2111000580,"20140521T000000",299900,3,2.5,2720,6014,2,0,0,3,7,2720,0,2002,0,98092,47.3344,-122.174,2760,6537
"8565",8645510230,"20140529T000000",332000,3,2.25,2270,8876,1,0,0,3,7,1380,890,1977,0,98058,47.4653,-122.176,2150,7455
"8567",8159300040,"20141002T000000",510000,4,2.75,2730,9112,1,0,2,3,9,1740,990,1996,0,98198,47.4005,-122.312,3050,10454
"8623",892000025,"20140710T000000",114975,2,1,740,6250,1,0,0,3,6,740,0,1942,0,98146,47.506,-122.335,980,6957
"8634",7100000035,"20141212T000000",315000,2,1,860,8308,1,0,0,3,7,860,0,1948,0,98146,47.508,-122.378,1200,8308
"8638",2077700042,"20140626T000000",530000,3,2,2330,26571,2.5,0,0,3,8,2330,0,1987,0,98005,47.6009,-122.158,2030,20037
"8649",8651480090,"20150327T000000",692000,4,2.5,2350,9779,1,0,0,3,10,2350,0,1987,0,98074,47.6411,-122.065,2700,10441
"8650",2768301490,"20140626T000000",402000,2,1,620,2475,1,0,0,5,6,620,0,1911,0,98107,47.6655,-122.371,1290,2475
"8656",326069118,"20140630T000000",760000,4,2.5,3300,165528,2,0,0,3,8,3300,0,1984,0,98077,47.7657,-122.028,3030,144696
"8680",1239400064,"20150304T000000",895000,4,2.5,2850,8526,2,0,0,3,9,2850,0,1998,0,98033,47.6747,-122.191,2440,7072
"8700",7550801207,"20150428T000000",536500,2,2,1360,1860,1,0,0,4,7,680,680,1925,0,98107,47.6727,-122.396,1440,5000
"8710",7504010750,"20140924T000000",649990,4,2.25,2130,11900,2,0,0,3,9,2130,0,1976,0,98074,47.6408,-122.058,2590,11900
"8729",7000100775,"20140721T000000",625000,3,2,1730,12219,1,0,0,4,7,1730,0,1986,0,98004,47.5825,-122.189,2470,13594
"8733",3364900156,"20150317T000000",382888,1,1,620,2380,1,0,0,3,6,620,0,1900,0,98115,47.6746,-122.326,980,3570
"8739",9264950600,"20140724T000000",335000,3,3,2031,7702,2,0,0,3,9,2031,0,1988,0,98023,47.3058,-122.348,2390,7700
"8741",1546600120,"20150325T000000",830000,4,2.25,3010,12202,1,0,0,4,9,3010,0,1959,0,98005,47.6387,-122.174,2480,10143
"8751",9527310110,"20140826T000000",445000,3,2.75,2180,3703,2,0,0,3,8,2180,0,2004,0,98011,47.776,-122.169,2190,3963
"8760",7771300085,"20150309T000000",411500,3,1,1130,8159,1,0,0,4,7,1130,0,1954,0,98133,47.7362,-122.333,1570,8162
"8781",714000195,"20141113T000000",510000,2,1,1390,5544,1,0,0,3,7,930,460,1947,0,98105,47.6696,-122.267,1710,6200
"8784",926069192,"20140926T000000",880000,4,3.25,4060,52707,2,0,0,4,9,4060,0,1996,0,98077,47.7615,-122.041,3100,50755
"8790",3256400051,"20140708T000000",210000,3,2,960,9380,1,0,0,3,6,960,0,1949,0,98146,47.4852,-122.343,1460,9240
"8795",1189000025,"20140905T000000",659000,3,1.5,1540,5040,2,0,0,3,8,1540,0,1907,0,98122,47.6138,-122.299,1590,3600
"8809",7855200120,"20140509T000000",1370000,4,2.75,3720,9450,1,0,4,5,10,1960,1760,1962,0,98006,47.5627,-122.156,2900,8605
"8814",9191201250,"20150107T000000",580000,5,2,2600,3750,1.5,0,0,4,6,1400,1200,1914,0,98105,47.6691,-122.299,1700,3750
"8815",7950300775,"20141204T000000",350000,1,1,790,4590,1,0,0,3,6,790,0,1911,0,98118,47.5677,-122.285,1070,4590
"8817",7855400330,"20140604T000000",1100000,5,2.75,2660,8737,1,0,4,5,8,1470,1190,1969,0,98006,47.5667,-122.155,3280,8783
"8822",1771100330,"20140605T000000",250000,3,2.5,1510,10384,1,0,0,2,7,1030,480,1976,0,98077,47.758,-122.071,1490,10000
"8831",7298000090,"20140703T000000",490600,3,2.5,3316,11447,2,0,0,3,9,3316,0,1986,0,98023,47.3036,-122.34,3000,11447
"8832",3885804225,"20140624T000000",1010000,2,2,1460,9052,1,0,2,5,6,1460,0,1900,0,98033,47.6857,-122.208,2554,7834
"8836",3992700775,"20150121T000000",410000,4,2,1490,13736,1,0,0,4,6,1490,0,1942,0,98125,47.712,-122.281,2040,7200
"8843",4221250100,"20140805T000000",580000,3,2.5,2150,4604,2,0,0,3,8,2150,0,2003,0,98075,47.5893,-122.019,2280,4253
"8866",6147650300,"20141016T000000",270000,3,2.25,2100,14027,2,0,0,3,8,2100,0,1979,0,98042,47.3833,-122.1,2730,5999
"8882",4178500300,"20140916T000000",269000,3,2.5,1730,6653,1,0,0,4,7,1360,370,1990,0,98042,47.3588,-122.088,1730,7061
"8896",269000615,"20140516T000000",875000,3,2,2220,6641,1,0,2,4,7,1220,1000,1947,0,98199,47.6426,-122.388,1800,5900
"8902",9510400100,"20140506T000000",345000,4,2.5,2331,3826,2,0,0,3,8,2331,0,2007,0,98058,47.4444,-122.182,2441,3826
"8916",7977201065,"20141104T000000",350000,3,1.75,1380,4590,1,0,0,2,7,930,450,1950,0,98115,47.6841,-122.293,1320,4692
"8931",1442800150,"20150120T000000",199950,3,3,1530,2132,2,0,0,3,8,1530,0,1993,0,98038,47.3746,-122.056,1530,3384
"8934",2508800220,"20150325T000000",284000,4,2.5,1830,6360,2,0,0,3,8,1830,0,1994,0,98031,47.4184,-122.18,1830,6596
"8936",5652601035,"20150115T000000",285000,3,1.75,1150,6423,1,0,0,3,5,590,560,1927,0,98115,47.6973,-122.297,1150,8367
"8970",121059038,"20150324T000000",397900,3,2.75,2500,35245,1,0,0,3,7,1580,920,2000,0,98042,47.3414,-122.117,2060,153766
"8972",6743700015,"20150128T000000",392800,3,2,1080,11856,1,0,0,5,7,1080,0,1986,0,98033,47.6955,-122.175,1220,9247
"8993",8078380230,"20140808T000000",590000,3,2.5,2210,8622,2,0,0,3,8,2210,0,1988,0,98029,47.5715,-122.02,2340,7192
"8994",1523069096,"20140811T000000",459900,3,1.75,2340,51836,1.5,0,0,3,8,1510,830,1978,0,98027,47.4846,-122.035,2060,77536
"9004",5318101765,"20140602T000000",985000,3,1.75,1670,5400,2,0,0,5,8,1670,0,1912,0,98112,47.635,-122.284,2100,5400
"9005",6624300110,"20140623T000000",375000,4,2.5,1870,7471,2,0,0,3,8,1870,0,1990,0,98055,47.4314,-122.204,2020,8912
"9026",293800870,"20140911T000000",710800,3,2.5,2880,36820,2,0,0,3,10,2880,0,1992,0,98077,47.766,-122.044,3190,36820
"9043",476000331,"20141202T000000",505500,3,2.5,1300,1187,3,0,0,3,8,1300,0,2005,0,98107,47.6704,-122.391,1320,1194
"9056",1105000229,"20140919T000000",285000,5,3,2110,5260,2,0,0,3,7,1670,440,2002,0,98118,47.5449,-122.272,2110,5260
"9058",8108600442,"20150505T000000",254000,3,1,1270,16800,1,0,0,4,7,1270,0,1957,0,98188,47.4599,-122.276,1700,10200
"9064",4204400175,"20150217T000000",439000,5,3.5,2880,10000,2,0,3,3,8,1980,900,1991,0,98055,47.4874,-122.223,2120,9535
"9069",6052401215,"20140609T000000",255000,2,1,1200,9000,1,0,2,5,6,1200,0,1917,0,98198,47.4039,-122.323,1660,9000
"9081",2291400236,"20140612T000000",363000,3,3.25,1651,1779,2,0,0,3,8,1341,310,2008,0,98133,47.7076,-122.346,1650,2908
"9085",9475700220,"20140626T000000",405000,4,2.5,2220,4652,2,0,0,3,7,2220,0,2001,0,98059,47.4902,-122.154,1840,4500
"9098",5419801120,"20150113T000000",314000,3,2.75,1900,8200,2,0,0,4,7,1900,0,1984,0,98031,47.402,-122.183,1620,8200
"9113",7352200100,"20150224T000000",1360000,2,1.75,2620,14138,2,1,4,3,8,2120,500,1931,1991,98125,47.7142,-122.277,1830,8279
"9115",1568100300,"20140917T000000",350000,6,4.5,3500,8504,2,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460
"9116",1568100300,"20150121T000000",682500,6,4.5,3500,8504,2,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460
"9125",5422570760,"20141014T000000",445000,3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1979,0,98052,47.6602,-122.13,1970,7056
"9151",7977200720,"20150427T000000",5e+05,3,1.75,1480,6120,1.5,0,0,3,7,1480,0,1946,0,98115,47.6858,-122.295,1480,6120
"9175",5113260040,"20141016T000000",240000,3,2,1100,6360,1,0,0,3,7,1100,0,1991,0,98038,47.3878,-122.052,1620,6360
"9179",6163900821,"20140624T000000",304000,4,2,1310,8454,1,0,0,4,7,1310,0,1953,0,98155,47.7572,-122.318,1320,8274
"9183",2490200615,"20140609T000000",4e+05,2,1,1140,5100,1,0,0,3,7,1140,0,1942,0,98136,47.5323,-122.383,1230,5100
"9194",3885804390,"20150421T000000",1500000,4,3.25,3470,5222,2,0,0,3,10,2830,640,2005,0,98033,47.6845,-122.209,3090,6758
"9200",423000035,"20141124T000000",225000,3,1,960,6500,1,0,0,4,5,960,0,1954,0,98056,47.497,-122.171,1150,6500
"9212",1726069198,"20140918T000000",850000,3,2.5,3260,91911,2,0,0,4,9,3260,0,1984,0,98077,47.737,-122.074,2520,65775
"9215",8079040490,"20140623T000000",470000,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,0,98059,47.5085,-122.15,2490,7951
"9219",4024101050,"20140602T000000",305000,3,1,950,13475,1,0,0,3,7,950,0,1950,0,98155,47.7543,-122.306,1240,8910
"9221",1726600120,"20140701T000000",729032,4,2.5,2840,12866,1,0,0,4,9,1780,1060,1977,0,98005,47.6388,-122.167,2840,13209
"9225",7436500120,"20150219T000000",529000,3,1.75,1500,7367,1,0,0,3,8,1500,0,1974,0,98033,47.6722,-122.167,1920,7579
"9255",9208900037,"20140919T000000",6885000,6,7.75,9890,31374,2,0,4,3,13,8860,1030,2001,0,98039,47.6305,-122.24,4540,42730
"9256",7853230720,"20140910T000000",368000,3,2.5,2080,4307,2,0,0,3,7,2080,0,2004,0,98065,47.53,-121.848,2080,4947
"9260",822039146,"20150219T000000",485000,3,2,2410,50654,1.5,0,0,3,7,2410,0,1995,0,98070,47.4154,-122.458,1900,36300
"9275",4139500410,"20150126T000000",1680000,6,4.75,5770,16747,2,0,3,3,12,4500,1270,1998,0,98006,47.5512,-122.11,4470,14571
"9277",722039087,"20150504T000000",329000,2,1,990,57499,1,0,0,2,6,990,0,1949,0,98070,47.4145,-122.463,2090,27442
"9281",4443800385,"20150506T000000",778100,2,1,1480,4080,1,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,1310,4080
"9289",3530420110,"20140521T000000",195000,2,1,1080,3899,1,0,0,4,8,1080,0,1972,0,98198,47.3792,-122.321,1090,3899
"9292",2215900180,"20140711T000000",270000,3,2.5,1690,7165,2,0,0,4,7,1690,0,1992,0,98038,47.3498,-122.058,1410,8590
"9294",722059233,"20141215T000000",327500,3,2.5,2090,12027,2,0,0,3,8,2090,0,1991,0,98031,47.4084,-122.213,2090,12666
"9301",5112800042,"20141203T000000",4e+05,5,2.75,2470,19200,1,0,0,5,8,1250,1220,1977,0,98058,47.4496,-122.083,2140,35140
"9311",2710600015,"20150327T000000",775000,4,3,2000,5304,1.5,0,0,4,7,2000,0,1947,0,98115,47.6762,-122.285,1670,5304
"9321",3878900395,"20140728T000000",323000,3,1.75,1830,12500,1,0,1,3,7,1200,630,1947,0,98178,47.5087,-122.25,1830,7300
"9324",3536900110,"20141009T000000",1362500,3,2,2310,21318,1,0,0,3,10,2310,0,1979,1996,98004,47.6381,-122.224,2950,21814
"9349",7972601445,"20150116T000000",465000,4,2.25,2550,7650,2,0,2,4,9,2550,0,1996,0,98106,47.5296,-122.342,2550,7650
"9357",66000265,"20140807T000000",370000,2,1,820,6550,1,0,0,3,7,820,0,1949,2012,98126,47.5478,-122.381,1640,6550
"9362",4310701575,"20140610T000000",429000,3,3.25,1410,1246,3,0,0,3,8,1410,0,2005,0,98103,47.6981,-122.34,1410,1253
"9363",7715801030,"20150331T000000",510000,4,2.5,1620,8125,2,0,0,4,7,1620,0,1983,0,98074,47.6255,-122.059,1480,8120
"9369",3307700150,"20150413T000000",950000,3,1,1720,9830,1,0,0,4,7,1720,0,1946,0,98040,47.5905,-122.245,3200,8923
"9370",809001400,"20140922T000000",925000,3,1,1630,3200,1.5,0,0,4,8,1630,0,1912,0,98109,47.6351,-122.352,1710,3600
"9385",3678900110,"20140610T000000",403000,2,1,1100,3598,1,0,0,4,7,1100,0,1926,0,98144,47.5738,-122.313,1240,3598
"9390",8857600490,"20140509T000000",201500,3,1,1160,8320,1,0,0,4,7,1160,0,1959,0,98032,47.3831,-122.288,1480,7800
"9403",425069020,"20140505T000000",1090000,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,2720,97138
"9419",259600620,"20150206T000000",565000,4,2,1950,9940,1,0,0,4,7,1950,0,1963,0,98008,47.6332,-122.118,1920,9270
"9421",1938400040,"20150220T000000",246000,3,1.5,1630,10200,1,0,0,4,8,1300,330,1976,0,98023,47.3155,-122.364,1960,6700
"9448",3275330120,"20140814T000000",309900,3,2.5,2020,26670,2,0,0,3,7,2020,0,1987,0,98003,47.2597,-122.31,1680,10939
"9472",1862400057,"20150304T000000",320000,2,1,820,5400,1,0,0,3,6,820,0,1940,0,98117,47.6976,-122.375,1370,5632
"9478",3822200164,"20140819T000000",423500,3,2.25,1890,7498,1,0,0,3,7,1190,700,1987,0,98125,47.73,-122.297,1660,8100
"9490",5054800110,"20141016T000000",238000,5,2.25,2240,9652,2,0,0,3,7,2240,0,1990,0,98055,47.4249,-122.211,2180,11644
"9492",7443000652,"20141103T000000",365000,2,1.5,790,1123,2,0,0,3,8,700,90,2003,0,98119,47.651,-122.368,1370,1281
"9495",7518505070,"20140625T000000",402000,4,2.25,2000,3672,2,0,0,5,7,1650,350,1926,0,98117,47.6769,-122.383,2000,5100
"9500",8644400180,"20150319T000000",860000,3,2.5,2370,55321,3,0,0,4,8,2370,0,1982,0,98074,47.6148,-122.057,2590,41553
"9507",8103000110,"20140603T000000",280000,2,1.5,1480,15641,1,0,0,4,7,1480,0,1940,0,98146,47.5008,-122.366,1520,7525
"9532",1137450120,"20140729T000000",487500,4,2.5,2810,6296,2,0,0,3,9,2810,0,2013,0,98059,47.5019,-122.151,2850,6140
"9534",6699000610,"20140811T000000",305000,3,2.5,2460,5027,2,0,0,3,8,2460,0,2002,0,98042,47.372,-122.102,2740,5000
"9543",2919200665,"20141103T000000",734000,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1910,0,98103,47.6875,-122.357,1140,3840
"9548",868001790,"20150316T000000",1300000,3,1,2040,7936,1,0,3,5,8,1680,360,1940,0,98177,47.7028,-122.385,2300,10080
"9552",2832100910,"20140708T000000",435000,4,2.75,2230,9640,1,0,0,3,8,1320,910,1998,0,98125,47.7269,-122.325,2100,9600
"9553",4100000040,"20141023T000000",788000,5,2.25,2910,9454,1,0,1,3,8,1910,1000,1972,0,98005,47.5871,-122.173,2400,10690
"9555",2589300180,"20140630T000000",408000,5,3.25,2820,6589,1.5,0,0,3,7,2320,500,1906,2014,98118,47.5357,-122.273,1560,5647
"9568",1310700210,"20140603T000000",268000,3,1.75,1970,10270,1,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400
